Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
255,"What should I wear, now Im all nervous.",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969"
256,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321"
257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075"
258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916"
259,"Oh well, okay, good luck.",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462"
260,: Yeah.,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462"
261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716"
262,": Ahh, thanks but no. You see I-I think Im ready to dance with girls.",Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350"
263,Okay.,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742"
264,: Yeah.,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402"
265,Go get em Treeger.,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852"
266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860"
267,Really?,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113"
268,": Yeah, you could dance real good with her, shes the same size as me.",Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991"
269,"No, Im good.",Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867"
270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958"
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128"
272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715"
273,Who knows?,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508"
274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976"
275,Yes!! I knew it!!  Bye-bye! So long! Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403"
276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824"
277,Yeah!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743"
278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243"
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665"
280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585"
281,"Man, this is gonna be kinda weird.",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508"
282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508"
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142"
284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805"
285,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Chandler,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060"
286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201"
287,Are you kidding?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673"
288,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-Im not proud of it but, I really am.",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821"
289,"And its all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917"
290,I think youve got concussion.,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839"
291,"No, no, Im serious. Thank you.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592"
292,Youre welcome.  Im sorry. Did I hurt you?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142"
293,"Its worth the pain.  Yknow what, you know what? Its not.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021"
294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426"
295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426"
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188"
297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668"
298,What?  Why?,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470"
300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952"
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871"
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209"
303,I,Chandler,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503"
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555"
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356"
306,"Man, that's some",Chandler,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356"
307,"Oh, that's not what you want...",Ross,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126"
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262"
309,It-its great to meet you Paul.,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847"
310,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476"
311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021"
312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901"
313,Eh-whExcuse me?,Ross,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113"
314,Why cant you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,"00:04:41,281","00:04:43,282"
315,Thats funny. Umm.  Its not funny.,Ross,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374"
316,I,Paul,neutral,neutral,30,8,6,21,"00:04:49,706","00:04:52,374"
317,Okay.,Ross,neutral,neutral,30,9,6,21,"0:04:52,542","0:04:52,844"
318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,"0:04:52,844","0:04:55,338"
319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799"
320,Okay.,Paul,neutral,neutral,30,12,6,21,"0:05:00,967","0:05:01,779"
321,What?,Ross,neutral,neutral,30,13,6,21,"0:05:01,779","0:05:03,485"
322,Okay. Ill give you one chance to change my mind.  You got one minute.,Paul,anger,negative,30,14,6,21,"00:05:03,594","00:05:09,057"
323,Daddy!,Elizabeth,surprise,negative,30,15,6,21,"00:05:10,101","00:05:11,977"
324,"Oh well, its not on TV yet.",Joey,neutral,neutral,31,0,6,22,"00:04:32,563","00:04:35,774"
325,"Well, then its not on the wall yet.",The Dry Cleaner,neutral,neutral,31,1,6,22,"00:04:35,942","00:04:38,110"
326,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,neutral,31,2,6,22,"00:04:39,779","00:04:43,865"
327,"So umm, now do you have any of Matt Lauers clothes here? Maybe? Just ones that havent been cleaned yet?",Phoebe,neutral,neutral,31,3,6,22,"00:04:44,534","00:04:50,372"
329,Ooooohh!,Joey and Chandler,surprise,negative,32,0,1,12,"00:10:59,992","00:11:01,034"
330,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Phoebe,neutral,neutral,32,1,1,12,"00:11:01,202","00:11:14,005"
331,Was it...?,Monica,surprise,negative,32,2,1,12,"00:11:18,386","00:11:19,487"
332,"Oh, boy scouts could have camped under there.",Phoebe,neutral,neutral,32,3,1,12,"00:11:19,595","00:11:22,097"
333,"""Ooo,"" what?",Rachel,surprise,positive,32,4,1,12,"0:11:24,225","0:11:26,687"
334,Uma Thurman.,Phoebe,neutral,neutral,32,5,1,12,"0:11:26,687","0:11:26,829"
335,Oh!,Monica,surprise,positive,32,6,1,12,"0:11:26,936","0:11:28,021"
336,The actress!,Ross,surprise,positive,32,7,1,12,"0:11:28,021","0:11:28,166"
337,Thanks Rach.,Ross,neutral,neutral,32,8,1,12,"00:11:31,023","00:11:32,732"
338,So what are you gonna do?,Chandler,surprise,negative,32,9,1,12,"0:11:34,652","0:11:35,824"
339,You have to tell her!,Ross,joy,positive,32,10,1,12,"0:11:35,824","0:11:36,658"
340,You have to tell her!,Ross,joy,positive,32,11,1,12,"00:11:36,779","00:11:39,531"
341,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Ross,anger,negative,32,12,1,12,"00:11:36,779","00:11:43,076"
342,Guys?,Ross,anger,negative,32,13,1,12,"0:11:39,699","0:11:40,033"
343,Guys?,Ross,anger,negative,32,14,1,12,"0:11:40,033","0:11:43,147"
344,"Oh, yeah, you have to tell her.",Chandler,neutral,neutral,32,15,1,12,"00:11:43,244","00:11:45,120"
345,Feminist issue. That's where I went!,Joey,neutral,neutral,32,16,1,12,"00:11:45,287","00:11:46,788"
346,She is gonna hate me.,Phoebe,fear,negative,32,17,1,12,"00:11:48,833","00:11:50,083"
347,"Yeah, well...",Ross,neutral,neutral,32,18,1,12,"00:11:50,251","00:11:51,251"
328,Will you marry me?,Chandler,fear,negative,33,0,6,24,"00:03:44,724","00:03:49,102"
329,Its the big night! We wanted to wish you good luck!,Joey,joy,positive,33,1,6,24,"00:04:01,741","00:04:03,951"
330,"Yeah, yeah you have the ring?",Ross,neutral,neutral,33,2,6,24,"00:04:04,118","00:04:06,286"
331,"Yeah, right here in my pocket.  Pheebs?",Chandler,neutral,neutral,33,3,6,24,"00:04:04,118","00:04:13,085"
332,Oh! Oop!,Phoebe,surprise,positive,33,4,6,24,"00:04:11,459","00:04:13,085"
333,"Okay, now will you guys get out of here? I want this is to be a surprise and shes gonna know.",Chandler,neutral,neutral,33,5,6,24,"00:04:15,713","00:04:19,508"
334,Yeah-yeah you guys. Get out of here!,Ross,neutral,neutral,33,6,6,24,"00:04:19,676","00:04:22,302"
335,Hi guys.,Monica,neutral,neutral,33,7,6,24,"00:04:23,805","00:04:26,306"
336,You are beautiful.,Chandler,joy,positive,33,8,6,24,"00:04:28,142","00:04:32,020"
337,"Oh, thank you!   Whats going on?",Monica,joy,positive,33,9,6,24,"00:04:37,402","00:04:44,616"
338,Were just reallyvery excited about this charity event that we have to go to.,Rachel,neutral,neutral,33,10,6,24,"00:04:39,570","00:04:44,616"
339,"Okay umm, Ross?",Rachel,neutral,neutral,34,0,5,23,"00:14:24,321","00:14:25,500"
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,neutral,34,1,5,23,"00:14:24,321","00:14:28,992"
341,"Now, I'm just letting you know that this is",Rachel,neutral,neutral,34,2,5,23,"00:14:29,201","00:14:32,500"
342,Yep! That's hilarious!,Ross,joy,positive,34,3,5,23,"00:14:37,918","00:14:40,086"
343,I'm sorry. I'm done. I'm done.,Rachel,neutral,neutral,34,4,5,23,"00:14:40,921","00:14:42,922"
344,"Y'know, last night was embarrassing for you too.",Ross,neutral,neutral,34,5,5,23,"00:14:43,132","00:14:46,259"
345,"No, not really. I mean you've seen me naked hundreds of times.",Rachel,neutral,neutral,34,6,5,23,"00:14:46,468","00:14:48,386"
346,Uh-huh. But it was a first for the rest of my building.,Ross,neutral,neutral,34,7,5,23,"00:14:48,386","00:14:49,386"
347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Rachel,neutral,neutral,34,8,5,23,"00:14:48,596","00:14:51,389"
348,What?! You totally get embarrassed!,Ross,surprise,positive,34,9,5,23,"00:14:51,599","00:14:53,725"
349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Rachel,neutral,neutral,34,10,5,23,"00:14:53,934","00:14:58,521"
350,Is that so?,Ross,neutral,neutral,34,11,5,23,"0:14:58,731","0:14:59,732"
351,Yeah.,Rachel,neutral,neutral,34,12,5,23,"0:14:59,732","0:15:00,469"
352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,negative,34,13,5,23,"00:15:02,234","00:15:06,029"
353,I cant believe it!,Phoebe,surprise,positive,35,0,7,9,"0:21:24,783","0:21:26,494"
354,I did it!,Phoebe,joy,positive,35,1,7,9,"0:21:26,494","0:21:27,676"
355,I rode a bike!,Phoebe,joy,positive,35,2,7,9,"0:21:27,676","0:21:28,010"
356,I never thought Id be able to do that!,Phoebe,joy,positive,35,3,7,9,"0:21:28,120","0:21:30,342"
357,Thank you Ross.,Phoebe,joy,positive,35,4,7,9,"0:21:30,342","0:21:31,300"
358,"Oh hey, dont thank me, thank yourself. Youre the one who faced her fears and ultimately overcame them.",Ross,joy,positive,35,5,7,9,"00:21:31,456","00:21:37,837"
362,"Hey, both you guys should be up there with me.",Ross,neutral,neutral,36,0,4,22,"00:21:05,681","00:21:08,724"
363,"I mean, you two are-are my I mean, Im lucky to have just one good",Ross,neutral,neutral,36,1,4,22,"00:21:08,892","00:21:15,356"
364,Thanks man.,Chandler,neutral,neutral,36,2,4,22,"00:21:17,192","00:21:19,068"
365,I gotta go check something over here.,Joey,neutral,neutral,36,3,4,22,"00:21:20,821","00:21:23,281"
366,What a baby.,Chandler,sadness,negative,36,4,4,22,"0:21:28,287","0:21:28,999"
367,Total wuss!,Ross,sadness,negative,36,5,4,22,"0:21:28,999","0:21:30,933"
391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,neutral,neutral,37,0,7,19,"00:15:41,857","00:15:46,694"
392,Wow! This looks great!,Joey,joy,positive,37,1,7,19,"00:15:47,529","00:15:48,905"
393,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",Monica,joy,positive,37,2,7,19,"00:15:49,073","00:15:53,910"
394,And-and-and-and-and the toothpicks?,Joey,disgust,negative,37,3,7,19,"00:15:54,078","00:15:56,871"
395,You kissed another woman!,Monica,anger,negative,38,0,8,2,"00:20:20,844","00:20:23,012"
396,Call it even?!,Chandler,neutral,neutral,38,1,8,2,"0:20:24,598","0:20:25,660"
397,Okay!,Monica,joy,positive,38,2,8,2,"0:20:25,660","0:20:26,370"
398,"Well, Im gonna go get these  in some water.",Ross,neutral,neutral,38,3,8,2,"0:20:32,522","0:20:34,983"
399,Wait you stole those from these peoples wedding?,Phoebe,surprise,negative,38,4,8,2,"0:20:34,983","0:20:37,385"
400,"No-no, I took them from the hotel lobby.",Ross,neutral,neutral,38,5,8,2,"00:20:37,611","00:20:41,989"
401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",Ross,anger,negative,38,6,8,2,"00:20:37,611","00:20:45,743"
402,Hey!,Ross,surprise,positive,38,7,8,2,"0:20:49,081","0:20:49,582"
403,My sweater!,Ross,surprise,positive,38,8,8,2,"0:20:49,582","0:20:51,192"
404,Ive been looking for this for like a month!,Ross,surprise,positive,38,9,8,2,"00:20:54,002","00:20:57,004"
405,Oh my God!!,Phoebe,surprise,negative,38,10,8,2,"00:21:01,843","00:21:03,719"
406,Oh my God!,Joey,surprise,negative,38,11,8,2,"00:21:10,811","00:21:12,395"
407,Happy?! Is that what Im supposed to be Vic? Happy?,Kate,anger,negative,39,0,3,19,"00:11:00,868","00:11:03,912"
408,"Well, why dont you tell me what youre supposed to be!",Joey,anger,negative,39,1,3,19,"0:11:05,623","0:11:07,515"
409,Huh?,Joey,surprise,negative,39,2,3,19,"0:11:07,515","0:11:08,269"
410,Because I sure as hell cant figure it out!,Joey,anger,negative,39,3,3,19,"00:11:08,376","00:11:10,835"
411,I talk to you and nothin.,Joey,anger,negative,39,4,3,19,"00:11:11,003","00:11:13,421"
412,"You look at me, and its nothin.",Joey,anger,negative,39,5,3,19,"0:11:13,589","0:11:15,258"
413,Nothing.,Joey,anger,negative,39,6,3,19,"0:11:15,258","0:11:16,114"
414,"Tasty! Im really starting to feel like you guys have a history, its-its nice.",The Director,joy,positive,39,7,3,19,"00:11:23,057","00:11:30,021"
415,I have a question about this scene.,Kate,neutral,neutral,39,8,3,19,"0:11:30,189","0:11:31,941"
416,Yes?,The Director,neutral,neutral,39,9,3,19,"0:11:31,941","0:11:32,589"
417,"Well, I dont understand why Adriennes attracted to Victor.",Kate,disgust,negative,39,10,3,19,"00:11:32,692","00:11:37,112"
418,"Peel the onion. First of all, hes good looking.",The Director,neutral,neutral,39,11,3,19,"00:11:37,279","00:11:43,743"
419,Yeah.,Joey,neutral,neutral,39,12,3,19,"00:11:42,535","00:11:43,743"
420,I think my characters gonna need a little bit more of reason than that.,Kate,neutral,neutral,39,13,3,19,"00:11:43,911","00:11:46,955"
421,"Oh, hey, how about this one.",Joey,neutral,neutral,39,14,3,19,"00:11:47,123","00:11:50,375"
422,"Ah, its says so in the script!",Joey,anger,negative,39,15,3,19,"00:11:47,123","00:11:59,467"
423,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch.",Joey,anger,negative,39,16,3,19,"00:11:53,295","00:12:02,929"
424,It doesnt say that in the script.,Kate,anger,negative,39,17,3,19,"0:12:00,177","0:12:02,529"
425,It does in mine!,Joey,anger,negative,39,18,3,19,"0:12:02,529","0:12:02,973"
426,I cant,Phoebe,anger,negative,40,0,8,4,"00:04:36,859","00:04:40,237"
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,negative,40,1,8,4,"00:04:40,405","00:04:43,532"
428,Yknow who has a great video camera?,Chandler,neutral,neutral,40,2,8,4,"0:04:47,996","0:04:50,008"
429,Greg and Jenny?,Phoebe,neutral,neutral,40,3,8,4,"0:04:50,008","0:04:51,709"
430,Do you still wanna call em? I wanna call em.,Monica,neutral,neutral,40,4,8,4,"0:04:52,417","0:04:54,879"
431,Lets call em.,Chandler,neutral,neutral,40,5,8,4,"0:04:54,879","0:04:55,020"
432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,positive,40,6,8,4,"00:04:55,169","00:04:57,421"
433,Hello?  Eighth street deli?,Monica,neutral,neutral,40,7,8,4,"00:05:04,095","00:05:06,471"
434,"Hey, hang up! You get food poisoning just talkin to that place.",Joey,disgust,negative,40,8,8,4,"00:05:06,681","00:05:10,726"
435,"Uh sorry, wrong number.",Monica,fear,negative,40,9,8,4,"0:05:10,977","0:05:12,187"
436,Here you go.,Chandler,neutral,neutral,40,10,8,4,"0:05:12,187","0:05:14,079"
437,Hello?   Its the deli again!,Monica,surprise,negative,40,11,8,4,"00:05:16,566","00:05:19,609"
438,All right! Ill have a sandwich!,Joey,joy,positive,40,12,8,4,"00:05:19,777","00:05:21,945"
439,I dont think this numbers right!,Monica,sadness,negative,40,13,8,4,"00:05:22,864","00:05:24,448"
440,Oh come on!!,Rachel,sadness,negative,40,14,8,4,"00:05:25,908","00:05:28,118"
441,"Gotta go. I miss you too, I love you, but it's getting real late now",Mr. Tribbiani,sadness,negative,41,0,1,13,"00:04:41,281","00:04:49,162"
