Utterance,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
"Yeah, alright.",['Chandler Bing'],Neutral,14,14,1,3,00:22:38.607,00:22:40.024
Alright. Phoebe?,['Monica Geller'],Neutral,1,1,1,4,00:00:02.168,00:00:03.252
"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",['Phoebe Buffay'],Joyful,1,2,1,4,00:00:03.420,00:00:13.178
"Yeah, see.. you took mine. Chandler, what about you?",['Ross Geller'],Joyful,1,3,1,4,00:00:14.264,00:00:19.852
"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",['Chandler Bing'],Joyful,1,4,1,4,00:00:17.100,00:00:26.025
"See, there's always one guy. ""If I had a wish, I'd wish for three more wishes.""",['Rachel Green'],Joyful,1,5,1,4,00:00:26.234,00:00:31.405
"Hey Joey. Hi. Hey, buddy.",['#ALL#'],Joyful,1,6,1,4,00:00:28.695,00:00:31.405
"Hey, Joey, what would you do if you were omnipotent?",['Monica Geller'],Neutral,1,7,1,4,00:00:31.573,00:00:37.828
Probably kill myself!,['Joey Tribbiani'],Neutral,1,8,1,4,00:00:34.075,00:00:35.534
..Excuse me?,['Monica Geller'],Neutral,1,9,1,4,00:00:35.702,00:00:37.828
"Hey, if Little Joey's dead, then I got no reason to live!",['Joey Tribbiani'],Sad,1,10,1,4,00:00:38.538,00:00:47.087
"Joey, uh- OMnipotent.",['Ross Geller'],Neutral,1,11,1,4,00:00:41.791,00:00:47.087
"You are? Ross, I'm sorry..",['Joey Tribbiani'],Sad,1,12,1,4,00:00:43.418,00:00:47.087
...Poulet passes it up to Leetch!,['Chandler Bing'],Joyful,3,1,1,4,00:02:17.345,00:02:24.726
Leetch spots Messier in the crease- there's the pass!,['Joey Tribbiani'],Joyful,3,2,1,4,00:06:18.127,00:06:28.887
We'll take a brief time out while Messier stops to look at some women's shoes.,['Chandler Bing'],Neutral,3,3,1,4,00:06:26.886,00:06:35.268
What?,['Joey Tribbiani'],Neutral,3,6,1,4,00:06:29.055,00:06:30.889
Peach pit.,['Ross Geller'],Neutral,3,7,1,4,00:06:31.557,00:06:35.268
"Yes, Bunny?",['Chandler Bing'],Joyful,3,8,1,4,00:06:36.020,00:06:41.024
"Peach pit. That night we, uh- we had-",['Ross Geller'],Neutral,3,9,1,4,00:06:55.123,00:07:04.339
-Peaches?,['Joey Tribbiani'],Joyful,3,10,1,4,00:06:57.542,00:06:58.583
"Actually, nectarines, but basically...",['Ross Geller'],Joyful,3,11,1,4,00:07:00.128,00:07:04.339
Could've been a peach.,['Chandler Bing'],Joyful,3,12,1,4,00:07:01.504,00:07:04.339
"Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine.",['Ross Geller'],Neutral,3,13,1,4,00:07:08.428,00:07:17.811
"Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff.",['Joey Tribbiani'],Joyful,3,14,1,4,00:07:15.643,00:07:30.282
"So c'mon, you guys, tell me all the dirt!",['Rachel Green'],Joyful,4,1,1,4,00:07:31.451,00:07:34.119
"Well, the biggest news is still you dumping Barry at the altar!",['Kiki'],Joyful,4,2,1,4,00:07:34.287,00:07:38.123
Alright. Let's talk reality for a second.,['Joanne'],Neutral,4,3,1,4,00:07:40.293,00:07:44.004
Okay.,['Rachel Green'],Neutral,4,4,1,4,00:07:44.172,00:07:46.506
When are you coming home?,['Joanne'],Neutral,4,5,1,4,00:07:46.674,00:07:52.637
"What? Guys, I'm not.",['Rachel Green'],Mad,4,6,1,4,00:07:47.967,00:07:52.637
"C'mon, this is us.",['Joanne'],Neutral,4,7,1,4,00:07:52.805,00:07:56.308
Waitressing?,['Kiki'],Neutral,4,9,1,4,00:07:56.476,00:07:58.143
Well. Your mom didn't tell us about the blobbies.,['Leslie'],Neutral,4,11,1,4,00:08:19.248,00:08:22.083
"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?",['Monica Geller'],Joyful,5,1,1,4,00:08:30.134,00:08:43.021
What's that?,['Rachel Green'],Neutral,5,2,1,4,00:08:33.471,00:08:35.347
"Weeeell, it's rum, and-",['Monica Geller'],Neutral,5,3,1,4,00:08:35.515,00:08:43.021
Okay.,['Rachel Green'],Neutral,5,4,1,4,00:08:39.602,00:08:43.021
"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!",['Phoebe Buffay'],Joyful,5,6,1,4,00:08:56.118,00:09:07.003
"Uh, Rach, it's the Visa card people.",['Monica Geller'],Neutral,5,7,1,4,00:09:04.710,00:09:11.258
"Oh, God, ask them what they want.",['Rachel Green'],Scared,5,8,1,4,00:09:09.048,00:09:13.718
"Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account.",['Monica Geller'],Neutral,5,9,1,4,00:09:11.425,00:09:21.893
But I haven't used my card in weeks!,['Rachel Green'],Scared,5,10,1,4,00:09:22.061,00:09:26.314
"Uh- Rachel has left the building, can you call back?",['Monica Geller'],Neutral,5,13,1,4,00:09:53.509,00:10:01.516
"Alright, c'mon! Let's play Twister!",['Rachel Green'],Sad,5,14,1,4,00:09:57.888,00:10:01.516
You should feel great about yourself! You're doing this amazing independence thing!,['Monica Geller'],Joyful,7,1,1,4,00:10:36.427,00:10:43.141
"Monica, what is so amazing? I gave up, like, everything. And for what?",['Rachel Green'],Sad,7,2,1,4,00:10:40.973,00:10:50.065
You are just like Jack.,['Phoebe Buffay'],Neutral,7,3,1,4,00:10:43.309,00:10:45.435
...Jack from downstairs?,['Rachel Green'],Neutral,7,4,1,4,00:10:45.603,00:10:50.065
"No, Jack and the Beanstalk.",['Phoebe Buffay'],Neutral,7,5,1,4,00:10:50.232,00:10:51.775
"Ah, the other Jack.",['Monica Geller'],Neutral,7,6,1,4,00:10:52.443,00:10:57.405
"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..",['Phoebe Buffay'],Joyful,7,7,1,4,00:10:54.362,00:11:16.007
"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-",['Rachel Green'],Neutral,7,8,1,4,00:11:16.467,00:11:27.936
"Oh, see, Jack did love the cow.",['Phoebe Buffay'],Neutral,7,9,1,4,00:11:25.184,00:11:27.936
"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like...",['Rachel Green'],Neutral,7,10,1,4,00:11:28.396,00:11:34.693
Floopy?,['Phoebe Buffay'],Neutral,7,11,1,4,00:11:31.482,00:11:34.693
Yeah.,['Rachel Green'],Neutral,7,12,1,4,00:11:34.860,00:11:36.903
"Oh, like that's a word.",['Phoebe Buffay'],Neutral,7,14,1,4,00:11:38.280,00:11:41.157
"Okay, but Monica, what if- what if it doesn't come together?",['Rachel Green'],Scared,7,15,1,4,00:11:47.248,00:11:55.505
...Pheebs?,['Monica Geller'],Neutral,7,16,1,4,00:11:52.169,00:11:55.505
"Oh, well... 'cause.... you just... I don't like this question.",['Phoebe Buffay'],Neutral,7,17,1,4,00:11:57.675,00:12:03.680
"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?",['Rachel Green'],Neutral,7,18,1,4,00:12:04.890,00:12:13.356
"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",['Ross Geller'],Mad,8,1,1,4,00:12:11.439,00:12:23.575
"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",['Chandler Bing'],Neutral,8,2,1,4,00:12:16.944,00:12:27.370
Pass it! Pass it!,['Ross Geller'],Powerful,8,3,1,4,00:12:20.364,00:12:23.575
He's open!,['Chandler Bing'],Joyful,8,4,1,4,00:12:23.743,00:12:27.370
Shoot! Shoot! Shoot!,['#ALL#'],Joyful,8,5,1,4,00:12:27.538,00:12:29.831
"Hey, look, we're on that TV thing!",['Chandler Bing'],Joyful,8,7,1,4,00:12:35.337,00:12:43.178
'Scuse me.,['Chandler Bing'],Neutral,9,1,1,4,00:12:36.547,00:12:38.548
"It says to call this number if you're not completely satisfied with this candy bar. Well, I'm not completely satisfied.",['Receptionist'],Mad,9,2,1,4,00:12:43.345,00:13:03.281
"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room.",['Chandler Bing'],Mad,9,3,1,4,00:13:07.328,00:13:15.293
"Hold on. Fill these out, sit over there.",['Receptionist'],Mad,9,4,1,4,00:13:15.461,00:13:21.633
"Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented.",['Ross Geller'],Mad,9,5,1,4,00:13:18.798,00:13:28.473
"Well, you'll have to wait your turn.",['Receptionist'],Mad,9,6,1,4,00:13:28.641,00:13:32.894
"Well, how long do you think it'll be?",['Joey Tribbiani'],Neutral,9,7,1,4,00:16:49.133,00:16:59.267
Any minute now.,['Receptionist'],Mad,9,8,1,4,00:16:55.931,00:16:59.267
"Hey, this- Heyy...",['Ross Geller'],Mad,9,9,1,4,00:16:59.435,00:17:01.811
Light still out?,['Monica Geller'],Neutral,12,1,1,4,00:17:01.979,00:17:04.605
Yeah.,['Rachel Green'],Neutral,12,2,1,4,00:17:04.773,00:17:08.735
Oh. Maybe they're- napping.,['Monica Geller'],Neutral,12,3,1,4,00:17:08.944,00:17:13.364
"Oh please, they're having sex.",['Rachel Green'],Joyful,12,4,1,4,00:17:11.905,00:17:16.868
Shut up!,"['Monica Geller', 'Phoebe Buffay']",Mad,12,5,1,4,00:17:13.615,00:17:16.868
"So, whaddya think George is like?",['Rachel Green'],Neutral,12,6,1,4,00:17:29.006,00:17:32.759
I think he's shy.,['Monica Geller'],Neutral,12,7,1,4,00:17:32.926,00:17:35.595
Yeah?,['Phoebe Buffay'],Neutral,12,8,1,4,00:17:35.763,00:17:38.181
"Look, it's just a little more complicated...",['Ross Geller'],Scared,13,4,1,4,00:17:39.683,00:17:41.809
"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",['Chandler Bing'],Joyful,13,5,1,4,00:17:41.977,00:17:48.316
"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",['Ross Geller'],Mad,13,6,1,4,00:17:44.938,00:17:51.652
Then what?,['Chandler Bing'],Neutral,13,7,1,4,00:17:47.274,00:17:48.316
My first time with Carol was...,['Ross Geller'],Scared,13,8,1,4,00:17:55.282,00:18:00.161
What?,['Joey Tribbiani'],Neutral,13,9,1,4,00:17:57.493,00:18:00.161
It was my first time.,['Ross Geller'],Sad,13,10,1,4,00:18:00.329,00:18:05.041
With Carol? Oh.,['Joey Tribbiani'],Neutral,13,11,1,4,00:18:01.538,00:18:05.041
"So in your whole life, you've only been with one oh.",['Chandler Bing'],Neutral,13,12,1,4,00:18:03.624,00:18:24.519
"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",['Joey Tribbiani'],Joyful,13,13,1,4,00:18:24.686,00:18:34.445
"Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?",['Monica Geller'],Joyful,14,1,1,4,00:18:31.276,00:18:43.538
Uh-huh.,['Phoebe Buffay'],Neutral,14,2,1,4,00:18:35.864,00:18:38.241
"Well, unless goose is a vegetable...ha haaaah!",['Monica Geller'],Joyful,14,3,1,4,00:18:43.705,00:18:49.252
"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley.",['Phoebe Buffay'],Mad,14,4,1,4,00:18:46.125,00:18:57.135
What?! You slept with Jason?,['Monica Geller'],Mad,14,5,1,4,00:18:49.461,00:18:52.630
You'd already broken up.,['Phoebe Buffay'],Neutral,14,6,1,4,00:18:52.798,00:18:57.135
How long?,['Rachel Green'],Neutral,14,7,1,4,00:18:54.508,00:18:57.135
A couple hours.,['Phoebe Buffay'],Neutral,14,8,1,4,00:18:57.594,00:19:01.389
"Oh, that's nice!",['Monica Geller'],Mad,14,9,1,4,00:19:01.557,00:19:04.058
"Okay, okay, okay, I got one! Anyway- The valentine Tommy Rollerson left in your locker was really from me.",['Rachel Green'],Powerful,14,10,1,4,00:19:04.226,00:19:15.778
Excuse me?!,['Monica Geller'],Mad,14,11,1,4,00:19:06.395,00:19:08.855
Hello? Like he was really gonna send you one? She was a big girl.,['Rachel Green'],Joyful,14,12,1,4,00:19:16.446,00:19:26.414
"Really. Well, at least 'big girls' don't pee in their pants in seventh grade!",['Monica Geller'],Mad,14,13,1,4,00:19:24.288,00:19:34.589
I was laughing! You made me laugh!,['Rachel Green'],Mad,14,14,1,4,00:19:34.756,00:19:37.550
There he is! There he is!,['Phoebe Buffay'],Joyful,14,15,1,4,00:19:37.718,00:19:40.344
Where?,['Monica Geller'],Neutral,14,16,1,4,00:19:40.512,00:19:43.973
He is so cute!,['Rachel Green'],Joyful,14,18,1,4,00:19:44.141,00:19:47.101
"Oh, George, baby, drop the towel!",['Monica Geller'],Joyful,14,19,1,4,00:19:47.269,00:19:49.520
Man. Can you believe he's only had sex with one woman?,['Joey Tribbiani'],Joyful,15,1,1,4,00:19:49.688,00:20:01.991
"I think it's great. Y'know, it's sweet, it's romantic...",['Chandler Bing'],Neutral,15,2,1,4,00:20:02.868,00:20:09.040
Really?,['Joey Tribbiani'],Scared,15,3,1,4,00:20:04.578,00:20:09.040
"No, you kidding? The guy's a freak..",['Chandler Bing'],Powerful,15,4,1,4,00:20:09.958,00:20:14.420
"Hey, buddy.",['Both'],Neutral,15,5,1,4,00:20:11.251,00:20:14.420
Hi.,['Ross Geller'],Mad,15,6,1,4,00:20:14.588,00:20:15.880
"Oh, that's attractive.",['Receptionist'],Joyful,15,7,1,4,00:20:16.048,00:20:17.882
"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",['Chandler Bing'],Joyful,15,8,1,4,00:20:20.427,00:20:34.398
"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",['Ross Geller'],Mad,15,9,1,4,00:20:34.566,00:20:39.904
"Oh, ah- the kid has it.",['Joey Tribbiani'],Neutral,15,10,1,4,00:20:35.901,00:20:38.486
"The kid...? Excuse me, uh, that's, that's my puck.",['Ross Geller'],Mad,15,11,1,4,00:20:40.072,00:20:46.786
"I found it. Finders keepers, losers weepers.",['Kid'],Powerful,15,12,1,4,00:20:46.954,00:20:50.539
"You gotta do it, man.",['Chandler Bing'],Powerful,15,13,1,4,00:20:54.044,00:20:56.087
"Oh yeah? Well, I'm rubber, you're glue, whatever can't do it. Listen, uh- gimme back my puck.",['Ross Geller'],Powerful,15,14,1,4,00:20:57.089,00:21:05.513
No.,['Kid'],Powerful,15,15,1,4,00:21:00.133,00:21:02.218
"'Yes', how about. C'mere. Gimme!",['Ross Geller'],Mad,15,16,1,4,00:21:02.386,00:21:05.513
No! No!,['Kid'],Mad,15,17,1,4,00:21:05.681,00:21:06.722
Hey! Hey! No rough holding in my ER!,['Receptionist'],Mad,15,18,1,4,00:21:09.017,00:21:12.770
GIVE ME MY PUCK!!,['Ross Geller'],Mad,15,19,1,4,00:21:11.144,00:21:12.770
...Now that was fun.,['Ross Geller'],Joyful,15,20,1,4,00:21:13.897,00:21:20.736
"Okay, Monica: Right foot red.",['Ross Geller'],Joyful,16,1,1,4,00:21:18.193,00:21:28.035
"Could've played Monopoly, but nooooo.",['Monica Geller'],Joyful,16,2,1,4,00:21:26.410,00:21:30.746
Thanks.,['Chandler Bing'],Neutral,16,4,1,4,00:21:28.203,00:21:30.746
"Okay, Pheebs: Right hand blue. Good.",['Ross Geller'],Joyful,16,5,1,4,00:21:34.543,00:21:51.142
"Hello? Oh, uh, Rachel, it's the Visa card people.",['Chandler Bing'],Neutral,16,7,1,4,00:21:53.854,00:22:06.907
"Oh, okay. Will you take my place?",['Rachel Green'],Neutral,16,8,1,4,00:21:58.608,00:22:06.907
"Alright. Yes, this is Rachel.",['Chandler Bing'],Neutral,16,9,1,4,00:22:00.986,00:22:06.907
"Nooo! Hello? Oh, yeah, no, I know, I-I haven't been using it much. Oh, well, thanks, but, I'm okay, really.",['Rachel Green'],Neutral,16,10,1,4,00:22:09.202,00:22:21.756
Green. To the green.,['Ross Geller'],Neutral,16,11,1,4,00:22:12.914,00:22:18.044
I've got magic beans. Never-never mind.,['Rachel Green'],Neutral,16,12,1,4,00:22:24.843,00:22:30.973
"To the left, to the left- aww!",['Chandler Bing'],Joyful,16,13,1,4,00:22:29.473,00:22:32.558
Ohhh... I'm fine.,['Rachel Green'],Neutral,16,14,1,4,00:22:31.141,00:22:32.558
Would you let it go? It's not that big a deal.,['Monica Geller'],Mad,1,1,1,5,00:00:02.711,00:00:06.880
Come on! You guys can pee standing up.,['Rachel Green'],Mad,1,3,1,5,00:00:17.934,00:00:20.894
"We can? All right, I'm tryin' that.",['Chandler Bing'],Peaceful,1,4,1,5,00:00:21.146,00:00:26.692
"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care.",['Phoebe Buffay'],Mad,1,6,1,5,00:00:38.788,00:01:50.526
Multiple orgasms!,['Ross Geller'],Neutral,1,8,1,5,00:00:42.500,00:00:43.917
"Monica, I'm tellin' you, this guy is perfect for you.",['Joey Tribbiani'],Joyful,3,1,1,5,00:06:07.116,00:06:11.286
Forget it. Not after your cousin who could belch the alphabet.,['Monica Geller'],Mad,3,2,1,5,00:06:11.496,00:06:15.290
"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",['Joey Tribbiani'],Joyful,3,3,1,5,00:06:16.209,00:06:29.846
"Oh, god help us.",['Monica Geller'],Scared,3,4,1,5,00:06:20.296,00:06:23.673
What?,['Joey Tribbiani'],Neutral,3,5,1,5,00:06:21.631,00:06:23.673
Ugly Naked Guy's laying kitchen tile. Eww!,['Monica Geller'],Mad,3,6,1,5,00:06:30.098,00:06:34.267
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",['Joey Tribbiani'],Sad,3,7,1,5,00:06:36.020,00:06:45.445
What's going on here? You go out with tons of girls.,['Monica Geller'],Neutral,3,8,1,5,00:06:43.611,00:06:48.990
"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",['Joey Tribbiani'],Sad,3,9,1,5,00:06:49.200,00:06:59.668
"Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel.",['Ross Geller'],Neutral,4,1,1,5,00:06:57.333,00:07:12.389
"Oh. Well, hold on camper, are you sure you've thought this thing through?",['Chandler Bing'],Neutral,4,2,1,5,00:07:08.803,00:07:16.852
It's laundry. The thinking through is minimal.,['Ross Geller'],Neutral,4,3,1,5,00:07:17.103,00:07:20.272
"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",['Chandler Bing'],Joyful,4,4,1,5,00:07:21.399,00:07:26.027
Nuh-uh.,['Ross Geller'],Neutral,4,5,1,5,00:07:23.776,00:07:26.027
Yuh-huh.,['Chandler Bing'],Neutral,4,6,1,5,00:07:27.864,00:07:28.989
"So what're you saying here? I should shave again, pick up some wine, what?",['Ross Geller'],Scared,4,7,1,5,00:07:31.325,00:07:37.539
No.,['Ross Geller'],Neutral,4,9,1,5,00:07:33.703,00:07:34.870
"Oh, and uh, the fabric softener?",['Chandler Bing'],Neutral,4,10,1,5,00:07:37.790,00:07:41.126
"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way.",['Ross Geller'],Peaceful,4,11,1,5,00:07:50.887,00:08:11.364
There you go.,['Chandler Bing'],Peaceful,4,12,1,5,00:07:53.639,00:07:55.807
Thank you. So what does this Bob guy look like? Is he tall? Short?,['Monica Geller'],Joyful,5,1,1,5,00:08:08.946,00:08:20.499
Yep.,['Joey Tribbiani'],Neutral,5,2,1,5,00:08:16.078,00:08:17.078
Which?,['Monica Geller'],Neutral,5,3,1,5,00:08:17.288,00:08:20.499
Which what?,['Joey Tribbiani'],Neutral,5,4,1,5,00:08:21.125,00:08:24.461
"You've never met Bob, have you?",['Monica Geller'],Mad,5,5,1,5,00:08:23.419,00:08:29.799
"No, but he's...",['Joey Tribbiani'],Neutral,5,6,1,5,00:08:24.921,00:08:29.799
"Hey, Joey.",['Angela Delveccio'],Neutral,5,9,1,5,00:08:27.673,00:08:29.799
...horribly attractive. I'll be shutting up now.,['Monica Geller'],Sad,5,10,1,5,00:08:35.806,00:08:39.100
Where are they? Where are they?,['Chandler Bing'],Scared,6,1,1,5,00:08:44.148,00:08:46.399
This is nice. We never do anything just the two of us.,['Phoebe Buffay'],Joyful,6,2,1,5,00:08:46.609,00:08:49.945
It's great. Maybe tomorrow we can rent a car and run over some puppies.,['Chandler Bing'],Joyful,6,3,1,5,00:08:50.571,00:08:56.493
"Eww, I don't wanna do that.",['Phoebe Buffay'],Mad,6,4,1,5,00:08:54.951,00:08:56.493
Here we go.,['Chandler Bing'],Neutral,6,6,1,5,00:08:59.247,00:09:01.998
"Ok, have a good break-up.",['Phoebe Buffay'],Neutral,6,7,1,5,00:09:03.751,00:09:07.379
"Hey, Janice.",['Chandler Bing'],Neutral,6,8,1,5,00:09:07.588,00:09:10.840
"Hey, that's not good. Can I get an espresso and a latte over here, please?",['Chandler Bing'],Neutral,6,10,1,5,00:09:12.134,00:09:21.059
What?,['Chandler Bing'],Neutral,6,13,1,5,00:09:14.929,00:09:17.889
What?,['Janice Litman Goralnik'],Neutral,6,14,1,5,00:09:18.140,00:09:21.059
What... did you get me there?,['Chandler Bing'],Neutral,6,15,1,5,00:09:25.815,00:09:31.945
I got you...these.,['Janice Litman Goralnik'],Neutral,6,16,1,5,00:09:28.985,00:09:31.945
Bullwinkle socks. That's so sweet.,['Chandler Bing'],Joyful,6,17,1,5,00:09:32.363,00:09:36.491
That's great.,['Chandler Bing'],Joyful,6,19,1,5,00:09:35.199,00:09:36.491
"No, no, I'm still working on mine.",['Janice Litman Goralnik'],Neutral,6,22,1,5,00:10:08.482,00:10:13.153
